,book_id,5 star,4 star,3 star,2 star,1 star,total_review_count,ratings_count
108894,144319.The_Taking_of_Room_114,54,68,90,31,7,70,250
108924,17270319-the-14-fibs-of-gregory-k,103,147,99,25,2,89,376
108954,15741102-fourteen-cases-of-dynamite,1,2,0,0,0,2,3
108956,31117.Anacaona,620,634,643,170,40,130,2107
108986,18580424-the-girl-in-room-fourteen,321,458,487,227,113,74,1606
109016,11056514-the-lion-of-st-mark-a-story-of-venice-in-the-fourteenth-century,127,143,102,21,2,22,395
109038,1991216.Star_Fourteen,5,20,12,2,0,6,39
109044,193511.The_Fourteen_Bears_in_Summer_and_Winter,160,26,10,3,2,44,201
109074,56752714-jago-litefoot-series-14,4,13,2,1,0,3,20
109077,3639722-curiosity-and-pilgrimage,1,2,0,0,0,0,3
109078,87422.The_Adventures_of_Tintin_Vol_7,507,315,133,13,8,24,976
109102,4492647-the-14-dilemma,3,9,7,1,2,3,22
109105,40641088-the-k-w-guide-to-colleges-for-students-with-learning-differences-14th-e,3,4,1,0,0,0,8
109106,7778560-the-summer-of-my-fourteenth-year,1,0,1,0,0,0,2
109107,581024.Fourteen,20,27,40,11,3,18,101
109125,52723587-incredible-hulk-epic-collection-vol-14,5,20,33,5,0,17,63
109142,643545.W_B_Yeats_A_Life,42,42,19,2,0,16,105
109158,6255239-the-14th-dragon,2,1,2,0,0,3,5
109161,15065581-married-at-fourteen,33,27,17,19,6,27,102
109188,25769823-doctor-who,2,5,0,0,0,2,7
109190,2720613-what-if,1,0,1,0,0,0,2
109191,31238899-astro-city-vol-14,120,182,57,6,0,47,365
109221,6325340-generation-14,1,3,3,7,1,0,15
109222,11672.The_Fourteen_Sisters_of_Emilio_Montez_O_Brien,161,234,192,55,16,48,658
109252,34094222-star-trek,3,1,4,1,0,0,9
109253,1356671.Mallcity14,1,0,0,0,0,0,0
109254,6634525-age-14,25,42,45,19,4,27,135
109281,29429606-b-p-r-d-hell-on-earth-vol-14,83,164,109,22,2,39,380
109311,34933571-hatred-rising-2014-2016,2,0,0,0,0,0,2
109312,10350600-the-last-14,0,1,2,2,0,2,5
109314,4251895-akira-14,36,38,17,3,1,0,95
109315,32593311-pissing-figures-1280-2014,5,15,13,2,0,2,35
109317,2139302.Utopia_14,14052,22289,13732,2533,408,2500,53014
109347,15789286-marvel-masterworks,9,17,20,2,1,7,49
109354,32440305-war-against-war,19,50,22,5,1,25,97
109379,23152935-z14,522,407,175,61,8,69,1173
109409,475398.Fourteen_and_Holding,26,37,35,3,1,6,102
109415,3916176-the-complete-crumb-comics-vol-14,32,35,17,0,0,5,84
109420,11774989-over-the-hill-at-fourteen,4,3,7,6,0,0,20
109421,98008.ElfQuest,43,16,5,4,0,2,68
109423,1263723.The_Fourteenth_of_October,1,3,6,1,1,4,12
109427,2027525.The_Chronicles_of_Conan_Volume_14,21,25,28,0,0,6,74
109433,33931078-selected-poems-1968-2014,15,45,20,8,3,15,91
109448,54075298-fourteen-talks-by-age-fourteen,559,634,213,28,7,217,1441
109478,900470.The_Adventures_of_Tintin_Volume_8,168,135,52,7,1,27,363
109505,7880221-fables-vol-14,4451,4368,1883,328,160,462,11190
109535,270404.Seventeenth_Summer,755,982,1445,1010,479,738,4671
109565,18523884-seventeen-stories,15,8,4,0,0,0,27
109566,11732634-smokin-seventeen,27384,29672,19562,3714,780,5332,81112
109596,891368.Project_17,1057,1114,974,370,96,508,3611
109626,5094511-the-seventeen-book-of-fashion-and-beauty,4,6,1,3,0,0,14
109627,366923.Seventeen,197,255,172,50,6,97,680
109657,22324615-seventeen-coffins,8,7,5,2,1,7,23
109664,39217966-flight-or-fright,872,2006,2180,602,142,917,5802
109694,95912.Seventeen_Against_the_Dealer,502,781,690,110,17,106,2100
109724,39909822-the-vision-of-death,2,6,0,0,0,0,8
109725,39324901-the-girls-at-17-swann-street,2982,4645,2178,390,91,2209,10286
109755,39784.Seventeen_and_In_Between,84,67,83,17,8,12,259
109767,1734638.The_Visions_of_Isobel_Gowdie,56,18,11,1,1,8,87
109775,29445035-damnable-practises,3,0,0,0,0,2,3
109777,28818229-the-boy-with-17-senses,23,23,20,8,3,28,77
109805,42366992-dutch-moment,5,11,7,0,0,3,23
109808,35212978-the-17th-suspect,10350,12652,7030,1241,451,1846,31724
109838,35137915-i-am-i-am-i-am,12019,14534,7623,1718,446,4874,36340
109868,13132403-17-gone,801,991,853,327,121,468,3093
109898,1199688.Babel_17,4015,6058,4358,1346,412,1338,16189
109928,18143303-september-17,78,104,60,18,3,46,263
109958,196092.17_Things_I_m_Not_Allowed_to_Do_Anymore,488,445,321,165,90,347,1509
109988,7443298-forgotten,165,166,141,37,12,68,521
110018,7785127-17-christmases,10,15,18,3,0,23,46
110041,36030995-woman-no-17,1071,2088,2568,1072,420,983,7219
110071,54927316-i-had-a-secret-for-seventeen-years,7,2,1,0,1,3,11
110074,326054.Erotica_17_18th_Century,3,11,9,0,1,0,24
110075,108742.Rereadings,242,310,294,84,19,107,949
110105,569508.The_Broadview_Anthology_of_British_Literature,19,44,31,12,2,9,108
110114,356188.Anger_Kills,20,30,20,5,0,9,75
110123,13243900-the-seventeenth-fontana-book-of-great-ghost-stories,4,3,3,1,0,0,11
110124,19085940-garfield-chews-the-fat,862,395,255,47,23,41,1582
110154,20405487-avengers-epic-collection-vol-17,20,35,29,4,0,10,88
110164,143999.South,4347,3522,1429,291,117,598,9706
110194,818110.Rashomon_and_Seventeen_Other_Stories,3092,3286,1381,205,50,543,8014
110224,18599770-17-first-kisses,1280,988,1071,400,156,303,3895
110254,41544731-astro-city-vol-17,113,87,23,1,1,47,225
110284,35206.Rash_mon_and_Seventeen_Other_Stories,3092,3286,1381,205,50,543,8014
110314,12914605-de-nederlandse-po-zie-van-de-17de-en-18de-eeuw-in-1000-en-enige-gedichte,3,17,11,1,0,2,32
110316,33572967-embodying-the-sacred,0,2,1,1,0,0,4
110317,31350319-max-seventeen,37,32,13,6,2,22,90
110339,66664.The_Year_s_Best_Fantasy_and_Horror,59,69,44,9,6,8,187
110347,22881898-shot-down,4013,3440,729,358,239,129,8779
110377,7135841-round-the-world-on-a-wheel,6,9,4,0,1,4,20
110381,35897795-star-trek,1,7,3,0,0,2,11
110383,23316533-west-of-the-revolution,109,238,207,48,5,122,607
110413,30250077-sector-seventeen,149,78,22,6,1,12,256
110425,405838.Girl_Going_on_17,331,401,368,104,31,54,1235
110455,388947.The_Transgalactic_Guide_to_Solar_System_M_17,5,8,1,1,0,2,15
110457,18652865-fantastic-four-epic-collection-vol-17,8,34,31,5,0,10,78
110467,6178173-akira-17,42,40,13,4,1,0,100
110468,1136501.Seventeen_Poisoned_Englishmen,194,168,138,43,10,39,553
110498,293131.Best_New_Horror_17,29,61,44,10,6,20,150
110518,2321058.Witchfinders,92,194,268,97,28,101,679
110548,15991590-girasol-pulp-doubles-vol-17,0,0,1,0,0,0,0
110549,34414980-seventeen-stitches,2,4,2,1,1,8,10
110557,2727140-deadly-nightshade,4,7,5,0,1,4,17
110561,5408779-the-southern-colonies-in-the-seventeenth-century-1607-1689,5,9,7,1,0,0,22
110562,145356.Babel_17_Empire_Star,633,835,473,105,35,215,2081
110592,7620052-geisterj-ger-john-sinclair-17-bills-hinrichtung,3,5,6,0,0,0,14
110593,25073882-seventeen-fathoms-deep,26,21,3,0,0,11,50
110604,1458668.Banana_Fish_Vol_17,395,172,36,8,2,36,613
110634,6663357-speak-of-the-devil,1,2,2,1,0,0,6
110635,35722034-learning-seventeen,6,8,10,6,3,6,33
110641,36230709-the-novels-of-samuel-r-delany-volume-one,19,16,13,6,4,4,58
110645,26172054-the-seventeen-virgins,3,1,0,1,0,0,5
110646,5647404-the-spider-master-of-men-17,2,7,3,0,0,3,12
110649,3839828-the-seventeen-secrets-of-the-karma-club,21,37,61,9,0,13,128
110662,25663710-the-age-of-genius,88,131,145,44,7,59,415
110692,4780657-the-chronicles-of-conan-volume-17,12,12,29,2,1,6,56
110698,34081543-the-seventeenth-year,955,810,325,65,10,86,2165
110728,15886744-ghost-stories-of-17th-century-china,10,5,5,7,3,18,30
110746,9676810-the-17th-fontana-book-of-great-horror-stories,0,3,2,1,0,0,6
110747,25468.A_Report_from_Group_17,17,19,30,11,3,12,80
110759,1613867.Practically_Seventeen,116,83,51,7,2,37,259
110789,40180045-nature-s-mutiny,136,343,298,85,18,161,880
110819,25210375-the-undead-day-seventeen,667,260,50,8,1,26,986
110845,708521.Seventeen,57,113,109,27,10,16,316
110853,501682.The_Dutch_Republic_in_the_Seventeenth_Century,12,47,38,7,1,14,105
110867,494200.17,14,21,28,10,3,18,76
110885,2178024.The_Dark_Is_Rising,22177,18071,10219,2741,1115,2795,54323
110915,2335607.The_Haunting_of_Cassie_Palmer,32,40,30,10,2,14,114
110929,706047.The_Magic_World,175,228,158,43,10,74,614
110959,372989.The_Seventh_Door,21,3,1,0,0,2,25
110961,12180248-enchanted,4508,5573,4539,1466,473,2365,16559
110991,769483.Magyk,38247,39129,28122,8762,3650,5534,117910
111021,674749.The_Ordinary_Princess,6386,4238,2238,465,148,1551,13475
111051,33956.The_Spook_s_Apprentice,16681,17862,10342,2059,653,3559,47597
111081,399413.Sourcery,25992,37437,25120,3883,696,2818,93128
111111,698179.Gift_of_the_Unmage,112,186,177,48,18,73,541
111141,565595.Old_Magic,3886,3541,2436,724,226,830,10813
111171,3218321-the-magic-pin,1,2,0,0,0,0,3
111172,13160327-the-seven-tales-of-trinket,207,225,145,15,14,135,606
111202,2403889.Turbulent_Sea,6821,3672,1407,219,77,381,12196
111232,3392898-dandelion-fire,2281,2451,1509,410,155,737,6806
111262,13592378-earth-and-air,27,48,48,14,3,24,140
111286,378356.Groosham_Grange,1093,1632,1252,321,81,379,4379
111316,760220.The_Seventeenth_Swap,149,188,151,57,14,32,559
111346,17707682-the-spirit-keeper,512,462,230,66,22,239,1292
111376,33363.Mama_Day,4651,3582,1651,344,142,744,10370
111406,40018628-the-clockwork-witch,124,87,53,11,4,55,279
111436,305234.Wicked_Lovely,47645,47842,42231,16396,7318,7365,161432
111466,1661390.100_Cupboards,4711,6459,4584,1311,379,2400,17444
111496,7101368-living-next-to-lulah,1,1,8,3,0,5,13
111501,2309409.The_Red_Scarf,1306,2080,1286,380,117,596,5169
111531,958351.A_Voice_for_Princess,103,159,123,30,6,22,421
111553,6081980-the-chestnut-king,2156,1771,800,180,67,482,4974
111583,3883637-the-ogre-s-banquet,2,0,1,0,1,2,4
111585,29430787-young-and-damned-and-fair,535,616,222,44,10,252,1427
111615,17073788-jane-seymour,7,17,20,12,1,10,57
111625,2886282-halloween-iii,87,92,99,31,14,30,323
111655,388672.Queen_Elizabeth_II,7,7,4,0,0,3,18
111658,821933.You_Wouldn_t_Want_To_Be_Married_To_Henry_VIII_,4,7,5,0,1,3,17
111661,940523.Psycho_II,279,517,832,429,128,293,2185
111691,851235.Five_Gold_Rings,25,20,9,0,0,9,54
111700,5578416-six-wives,3998,3615,1685,329,106,345,9733
111730,228543.Henry_VIII_and_His_Wives_Paper_Dolls,13,9,5,1,0,0,28
111731,3929464-women-of-darkness-ii,9,6,10,2,0,6,27
111737,1165169.Cousins_Divided,4,5,7,0,1,4,17
111741,3141122-doctor-faustus-and-other-plays,756,835,540,115,29,85,2275
111771,1021610.Letters_to_Penthouse_IV,9,4,8,5,2,2,28
111773,3306619-tales-by-moonlight-ii,4,10,6,2,0,4,22
111777,978709.The_Last_Tsar,1630,1649,820,158,54,176,4311
